lat,lon,name,found_ad,analysed_ad,storage_temp_c,age_bp,alt_ams,λ,(1/λ)+1,"k (yr)","k (sec)",Teff,"Thermal age",reportFilename
51.226,6.951,"Feldhofer 2",1856,1999,15,39240,89,0.061451366906957,17.273031021655,1.5640857977285E-6,4.9596835290732E-14,8.3577009285252,28685.17490352,feldhofer_2.txt
44.0996075,39.9223423,"Mezmaiskaya 1",1989,2003,15,65000,1300,0.12181963267579,9.2088574561818,1.8726212884231E-6,5.9380431520267E-14,9.2953154301338,56864.763891722,mezmaiskaya_1.txt
51.226,6.951,"Feldhofer 1",1856,1999,15,39900,89,0.061882638595191,17.159621223354,1.5490409921448E-6,4.9119767635235E-14,8.3075403545968,28886.490259559,feldhofer_1.txt
46.299331,16.070681,"Vindija 33.16[2]",1980,2002,15,38310,328,0.073373378028208,14.628921372757,1.9126577870864E-6,6.0649980564637E-14,9.4058961234524,34250.306997858,vindija_33_16_2_.txt
43.383611,-5.328889,"Sidron 1253[3]",2003,2003,15,38790,174,0.11123157365429,9.9902531012284,2.8636195364491E-6,9.0804779821444E-14,11.532292461768,51922.313622383,sidron_1253_3_.txt
51.4,39,Kostenki[4],1954,2003,15,30000,120,0.018428591683977,55.263506248795,6.1320306405275E-7,1.944454160492E-14,3.5799254838826,8602.3696833439,kostenki_4_.txt
